C:\Test.Xpress Projects\Tubo Kunt Flávia\Data\Cartao.2_M2.xdf;03.10.19;11:52:29;;;
;C1:  Time[s];C1:  [Pa];C2:  Time[s];C2:  [Pa];M1: FRF(C1,C2) Frequency[Hz];M1: FRF(C1,C2) [](A);;M2: FRF(C2,C1) Frequency[Hz];M2: FRF(C2,C1) [](A);;M3: FFT(C1) Frequency[Hz];M3: FFT(C1) [Pa](A);;M4: FFT(C2) Frequency[Hz];M4: FFT(C2) [Pa](A);;M5: PHASE(M1) Frequency[Hz];M5: PHASE(M1) Phase[°](A);M6: PHASE(M2) Frequency[Hz];M6: PHASE(M2) Phase[°](A)
;3,67;-3,71;3,67;-0,94;;;;;;;;;;;;;;;;
;3,67;-3,51;3,67;0,68;;;;;;;;;;;;;;;;
;3,67;0,78;3,67;-2,16;;;;;;;;;;;;;;;;
;3,67;1,96;3,67;-2,45;;;;;;;;;;;;;;;;
;3,67;-1,48;3,67;-0,18;;;;;;;;;;;;;;;;
;3,67;-3,88;3,67;-0,38;;;;;;;;;;;;;;;;
;3,67;-2,05;3,67;-1,04;;;;;;;;;;;;;;;;
;3,67;0,93;3,67;-0,56;;;;;;;;;;;;;;;;
;3,67;2,39;3,67;0,73;;;;;;;;;;;;;;;;
;3,67;1,05;3,67;-1,36;;;;;;;;;;;;;;;;
;3,67;-2,51;3,67;-0,34;;;;;;;;;;;;;;;;
;3,67;-3,23;3,67;0,69;;;;;;;;;;;;;;;;
;3,67;-0,11;3,67;-2,34;;;;;;;;;;;;;;;;
;3,67;0,92;3,67;-2,03;;;;;;;;;;;;;;;;
;3,67;-1,22;3,67;0,19;;;;;;;;;;;;;;;;
;3,67;-1,81;3,67;0,78;;;;;;;;;;;;;;;;
;3,67;0,02;3,67;-0,76;;;;;;;;;;;;;;;;
;3,67;1,63;3,67;1,84;;;;;;;;;;;;;;;;
;3,67;3,27;3,67;3,21;;;;;;;;;;;;;;;;
;3,67;3,85;3,67;0,87;;;;;;;;;;;;;;;;
;3,67;1,65;3,67;2,76;;;;;;;;;;;;;;;;
;3,67;0,80;3,67;3,80;;;;;;;;;;;;;;;;
;3,67;2,77;3,67;1,38;;;;;;;;;;;;;;;;
;3,67;3,30;3,67;0,05;;;;;;;;;;;;;;;;
;3,67;0,35;3,67;0,76;;;;;;;;;;;;;;;;
;3,67;-2,04;3,67;0,31;;;;;;;;;;;;;;;;
;3,67;-2,24;3,67;-2,42;;;;;;;;;;;;;;;;
;3,67;-1,57;3,67;-0,34;;;;;;;;;;;;;;;;
;3,67;0,24;3,67;0,35;;;;;;;;;;;;;;;;
;3,67;1,73;3,67;-1,37;;;;;;;;;;;;;;;;
;3,67;-0,07;3,67;-0,23;;;;;;;;;;;;;;;;
;3,67;-1,59;3,67;2,31;;;;;;;;;;;;;;;;
;3,67;0,92;3,67;1,14;;;;;;;;;;;;;;;;
;3,67;3,30;3,67;-1,65;;;;;;;;;;;;;;;;
;3,67;0,64;3,67;0,42;;;;;;;;;;;;;;;;
;3,67;-2,22;3,67;0,56;;;;;;;;;;;;;;;;
;3,67;-2,64;3,67;-2,30;;;;;;;;;;;;;;;;
;3,67;-1,43;3,67;-0,21;;;;;;;;;;;;;;;;
;3,67;0,65;3,67;-0,11;;;;;;;;;;;;;;;;
;3,67;1,80;3,67;-0,39;;;;;;;;;;;;;;;;
;3,67;0,18;3,67;-0,83;;;;;;;;;;;;;;;;
;3,68;-2,15;3,68;0,78;;;;;;;;;;;;;;;;
;3,68;-1,06;3,68;1,30;;;;;;;;;;;;;;;;
;3,68;1,97;3,68;-2,76;;;;;;;;;;;;;;;;
;3,68;0,29;3,68;-0,73;;;;;;;;;;;;;;;;
;3,68;-2,28;3,68;0,84;;;;;;;;;;;;;;;;
;3,68;-2,15;3,68;-1,35;;;;;;;;;;;;;;;;
;3,68;-0,06;3,68;1,17;;;;;;;;;;;;;;;;
;3,68;2,93;3,68;1,85;;;;;;;;;;;;;;;;
;3,68;4,42;3,68;1,78;;;;;;;;;;;;;;;;
;3,68;2,51;3,68;1,56;;;;;;;;;;;;;;;;
;3,68;-0,21;3,68;1,90;;;;;;;;;;;;;;;;
;3,68;-0,56;3,68;1,92;;;;;;;;;;;;;;;;
;3,68;1,66;3,68;-1,19;;;;;;;;;;;;;;;;
;3,68;0,78;3,68;-1,56;;;;;;;;;;;;;;;;
;3,68;-2,08;3,68;0,86;;;;;;;;;;;;;;;;
;3,68;-2,31;3,68;-1,78;;;;;;;;;;;;;;;;
;3,68;-1,52;3,68;-1,26;;;;;;;;;;;;;;;;
;3,68;0,18;3,68;1,36;;;;;;;;;;;;;;;;
;3,68;2,35;3,68;0,51;;;;;;;;;;;;;;;;
;3,68;2,59;3,68;0,78;;;;;;;;;;;;;;;;
;3,68;0,53;3,68;1,03;;;;;;;;;;;;;;;;
;3,68;-0,49;3,68;1,65;;;;;;;;;;;;;;;;
;3,68;0,13;3,68;-1,69;;;;;;;;;;;;;;;;
;3,68;-0,65;3,68;-1,77;;;;;;;;;;;;;;;;
;3,68;-2,28;3,68;-0,05;;;;;;;;;;;;;;;;
;3,68;-1,88;3,68;-1,55;;;;;;;;;;;;;;;;
;3,68;-0,61;3,68;-0,48;;;;;;;;;;;;;;;;
;3,68;0,74;3,68;0,19;;;;;;;;;;;;;;;;
;3,68;1,22;3,68;0,42;;;;;;;;;;;;;;;;
;3,68;0,64;3,68;-0,42;;;;;;;;;;;;;;;;
;3,68;-1,26;3,68;-0,95;;;;;;;;;;;;;;;;
;3,68;-2,21;3,68;-0,04;;;;;;;;;;;;;;;;
;3,68;-1,31;3,68;-2,77;;;;;;;;;;;;;;;;
;3,68;-1,45;3,68;-1,92;;;;;;;;;;;;;;;;
;3,68;-1,79;3,68;0,17;;;;;;;;;;;;;;;;
;3,68;-0,47;3,68;-1,36;;;;;;;;;;;;;;;;
;3,68;0,04;3,68;-0,39;;;;;;;;;;;;;;;;
;3,68;0,21;3,68;0,64;;;;;;;;;;;;;;;;
;3,68;0,28;3,68;-0,46;;;;;;;;;;;;;;;;
;3,68;-0,38;3,68;-1,03;;;;;;;;;;;;;;;;
;3,68;-1,84;3,68;-1,54;;;;;;;;;;;;;;;;
;3,69;-2,53;3,69;-0,20;;;;;;;;;;;;;;;;
;3,69;-0,77;3,69;-0,48;;;;;;;;;;;;;;;;
;3,69;1,39;3,69;0,26;;;;;;;;;;;;;;;;
;3,69;2,55;3,69;2,90;;;;;;;;;;;;;;;;
;3,69;3,28;3,69;2,07;;;;;;;;;;;;;;;;
;3,69;2,79;3,69;2,78;;;;;;;;;;;;;;;;
;3,69;2,01;3,69;2,23;;;;;;;;;;;;;;;;
;3,69;1,29;3,69;0,77;;;;;;;;;;;;;;;;
;3,69;-0,02;3,69;-0,83;;;;;;;;;;;;;;;;
;3,69;-2,14;3,69;-1,39;;;;;;;;;;;;;;;;
;3,69;-2,79;3,69;-0,42;;;;;;;;;;;;;;;;
;3,69;-1,17;3,69;-1,77;;;;;;;;;;;;;;;;
;3,69;0,28;3,69;-0,68;;;;;;;;;;;;;;;;
;3,69;0,56;3,69;0,36;;;;;;;;;;;;;;;;
;3,69;0,28;3,69;-0,23;;;;;;;;;;;;;;;;
;3,69;-0,50;3,69;-0,49;;;;;;;;;;;;;;;;
;3,69;-1,27;3,69;-0,22;;;;;;;;;;;;;;;;
;3,69;-0,47;3,69;0,42;;;;;;;;;;;;;;;;
;3,69;0,65;3,69;-1,79;;;;;;;;;;;;;;;;
;3,69;-0,34;3,69;-0,37;;;;;;;;;;;;;;;;
;3,69;-1,32;3,69;0,81;;;;;;;;;;;;;;;;
;3,69;-0,17;3,69;-0,36;;;;;;;;;;;;;;;;
;3,69;0,95;3,69;-0,03;;;;;;;;;;;;;;;;
;3,69;1,07;3,69;1,30;;;;;;;;;;;;;;;;
;3,69;1,36;3,69;2,66;;;;;;;;;;;;;;;;
;3,69;2,96;3,69;2,85;;;;;;;;;;;;;;;;
;3,69;4,10;3,69;1,84;;;;;;;;;;;;;;;;
;3,69;2,88;3,69;3,29;;;;;;;;;;;;;;;;
;3,69;1,88;3,69;1,37;;;;;;;;;;;;;;;;
;3,69;-0,09;3,69;-0,59;;;;;;;;;;;;;;;;
;3,69;-1,52;3,69;0,25;;;;;;;;;;;;;;;;
;3,69;-1,76;3,69;-1,94;;;;;;;;;;;;;;;;
;3,69;-1,16;3,69;-1,09;;;;;;;;;;;;;;;;
;3,69;-1,17;3,69;-1,80;;;;;;;;;;;;;;;;
;3,69;-1,08;3,69;0,13;;;;;;;;;;;;;;;;
;3,69;-0,16;3,69;-0,22;;;;;;;;;;;;;;;;
;3,69;0,49;3,69;-2,02;;;;;;;;;;;;;;;;
;3,69;-1,06;3,69;1,53;;;;;;;;;;;;;;;;
;3,69;0,06;3,69;0,29;;;;;;;;;;;;;;;;
;3,69;0,84;3,69;-0,81;;;;;;;;;;;;;;;;
;3,69;1,05;3,69;2,35;;;;;;;;;;;;;;;;
;3,70;1,38;3,70;0,13;;;;;;;;;;;;;;;;
;3,70;0,98;3,70;0,60;;;;;;;;;;;;;;;;
;3,70;-0,32;3,70;-0,04;;;;;;;;;;;;;;;;
;3,70;-0,81;3,70;0,77;;;;;;;;;;;;;;;;
;3,70;0,17;3,70;-0,01;;;;;;;;;;;;;;;;
;3,70;0,54;3,70;-2,87;;;;;;;;;;;;;;;;
;3,70;-2,05;3,70;0,41;;;;;;;;;;;;;;;;
;3,70;-2,26;3,70;-0,82;;;;;;;;;;;;;;;;
;3,70;-1,03;3,70;-1,70;;;;;;;;;;;;;;;;
;3,70;0,42;3,70;1,13;;;;;;;;;;;;;;;;
;3,70;1,76;3,70;0,65;;;;;;;;;;;;;;;;
;3,70;2,17;3,70;0,84;;;;;;;;;;;;;;;;
;3,70;0,37;3,70;-0,30;;;;;;;;;;;;;;;;
;3,70;-1,33;3,70;1,14;;;;;;;;;;;;;;;;
;3,70;-0,92;3,70;-0,86;;;;;;;;;;;;;;;;
;3,70;-0,44;3,70;-3,20;;;;;;;;;;;;;;;;
;3,70;-2,25;3,70;0,30;;;;;;;;;;;;;;;;
;3,70;-1,52;3,70;-1,01;;;;;;;;;;;;;;;;
;3,70;-0,72;3,70;-2,69;;;;;;;;;;;;;;;;
;3,70;-1,05;3,70;0,07;;;;;;;;;;;;;;;;
;3,70;-0,75;3,70;0,44;;;;;;;;;;;;;;;;
;3,70;1,00;3,70;-0,14;;;;;;;;;;;;;;;;
;3,70;0,98;3,70;-1,14;;;;;;;;;;;;;;;;
;3,70;-0,72;3,70;1,38;;;;;;;;;;;;;;;;
;3,70;-0,32;3,70;2,05;;;;;;;;;;;;;;;;
;3,70;2,12;3,70;-1,54;;;;;;;;;;;;;;;;
;3,70;1,16;3,70;1,89;;;;;;;;;;;;;;;;
;3,70;1,02;3,70;1,90;;;;;;;;;;;;;;;;
;3,70;0,59;3,70;-2,12;;;;;;;;;;;;;;;;
;3,70;-1,47;3,70;-0,12;;;;;;;;;;;;;;;;
;3,70;-2,53;3,70;-0,06;;;;;;;;;;;;;;;;
;3,70;-0,36;3,70;-0,38;;;;;;;;;;;;;;;;
;3,70;1,10;3,70;-1,81;;;;;;;;;;;;;;;;
;3,70;0,22;3,70;1,51;;;;;;;;;;;;;;;;
;3,70;0,47;3,70;2,80;;;;;;;;;;;;;;;;
;3,70;2,33;3,70;-1,81;;;;;;;;;;;;;;;;
;3,70;0,56;3,70;1,43;;;;;;;;;;;;;;;;
;3,70;-0,47;3,70;-0,07;;;;;;;;;;;;;;;;
;3,70;-2,06;3,70;-3,91;;;;;;;;;;;;;;;;
;3,70;-3,99;3,70;-1,57;;;;;;;;;;;;;;;;
;3,70;-3,97;3,70;-1,63;;;;;;;;;;;;;;;;
;3,71;-0,33;3,71;0,08;;;;;;;;;;;;;;;;
;3,71;2,52;3,71;-1,16;;;;;;;;;;;;;;;;
;3,71;2,37;3,71;3,06;;;;;;;;;;;;;;;;
;3,71;2,05;3,71;3,57;;;;;;;;;;;;;;;;
;3,71;2,71;3,71;-0,92;;;;;;;;;;;;;;;;
;3,71;0,14;3,71;1,81;;;;;;;;;;;;;;;;
;3,71;-0,71;3,71;-0,40;;;;;;;;;;;;;;;;
;3,71;-2,05;3,71;-3,93;;;;;;;;;;;;;;;;
;3,71;-3,83;3,71;-1,74;;;;;;;;;;;;;;;;
;3,71;-4,00;3,71;-1,61;;;;;;;;;;;;;;;;
;3,71;-0,43;3,71;0,84;;;;;;;;;;;;;;;;
;3,71;3,26;3,71;-0,44;;;;;;;;;;;;;;;;
;3,71;3,73;3,71;3,59;;;;;;;;;;;;;;;;
;3,71;3,27;3,71;5,02;;;;;;;;;;;;;;;;
;3,71;3,93;3,71;0,61;;;;;;;;;;;;;;;;
;3,71;1,38;3,71;1,35;;;;;;;;;;;;;;;;
;3,71;-1,14;3,71;-0,37;;;;;;;;;;;;;;;;
;3,71;-3,23;3,71;-3,99;;;;;;;;;;;;;;;;
;3,71;-5,20;3,71;-3,71;;;;;;;;;;;;;;;;
;3,71;-5,17;3,71;-2,50;;;;;;;;;;;;;;;;
;3,71;-1,98;3,71;-2,10;;;;;;;;;;;;;;;;
;3,71;0,59;3,71;-1,89;;;;;;;;;;;;;;;;
;3,71;0,98;3,71;1,95;;;;;;;;;;;;;;;;
;3,71;1,91;3,71;3,72;;;;;;;;;;;;;;;;
;3,71;4,23;3,71;1,39;;;;;;;;;;;;;;;;
;3,71;3,49;3,71;2,01;;;;;;;;;;;;;;;;
;3,71;1,21;3,71;1,55;;;;;;;;;;;;;;;;
;3,71;-1,38;3,71;-1,69;;;;;;;;;;;;;;;;
;3,71;-3,36;3,71;-1,82;;;;;;;;;;;;;;;;
;3,71;-3,44;3,71;-0,48;;;;;;;;;;;;;;;;
;3,71;0,19;3,71;-0,09;;;;;;;;;;;;;;;;
;3,71;2,46;3,71;-1,90;;;;;;;;;;;;;;;;
;3,71;0,69;3,71;1,58;;;;;;;;;;;;;;;;
;3,71;-0,52;3,71;3,46;;;;;;;;;;;;;;;;
;3,71;2,27;3,71;0,36;;;;;;;;;;;;;;;;
;3,71;2,88;3,71;0,01;;;;;;;;;;;;;;;;
;3,71;0,86;3,71;0,84;;;;;;;;;;;;;;;;
;3,71;-1,96;3,71;-0,85;;;;;;;;;;;;;;;;
;3,71;-2,66;3,71;-1,55;;;;;;;;;;;;;;;;
;3,71;-2,30;3,71;-1,23;;;;;;;;;;;;;;;;
;3,71;0,15;3,71;0,36;;;;;;;;;;;;;;;;
;3,72;1,37;3,72;-2,10;;;;;;;;;;;;;;;;
;3,72;-0,20;3,72;0,87;;;;;;;;;;;;;;;;
;3,72;-1,10;3,72;2,22;;;;;;;;;;;;;;;;
;3,72;1,48;3,72;0,03;;;;;;;;;;;;;;;;
;3,72;2,49;3,72;0,59;;;;;;;;;;;;;;;;
;3,72;1,59;3,72;0,78;;;;;;;;;;;;;;;;
;3,72;-0,62;3,72;0,89;;;;;;;;;;;;;;;;
;3,72;-0,54;3,72;1,02;;;;;;;;;;;;;;;;
;3,72;1,03;3,72;1,34;;;;;;;;;;;;;;;;
;3,72;3,43;3,72;1,99;;;;;;;;;;;;;;;;
;3,72;2,86;3,72;-1,05;;;;;;;;;;;;;;;;
;3,72;-1,16;3,72;0,74;;;;;;;;;;;;;;;;
;3,72;-3,29;3,72;1,25;;;;;;;;;;;;;;;;
;3,72;-0,35;3,72;-1,20;;;;;;;;;;;;;;;;
;3,72;1,75;3,72;-1,11;;;;;;;;;;;;;;;;
;3,72;0,94;3,72;-0,13;;;;;;;;;;;;;;;;
;3,72;-1,34;3,72;0,77;;;;;;;;;;;;;;;;
;3,72;-0,89;3,72;0,67;;;;;;;;;;;;;;;;
;3,72;1,00;3,72;-0,58;;;;;;;;;;;;;;;;
;3,72;1,52;3,72;-0,19;;;;;;;;;;;;;;;;
;3,72;-0,65;3,72;-2,43;;;;;;;;;;;;;;;;
;3,72;-4,26;3,72;-1,23;;;;;;;;;;;;;;;;
;3,72;-4,01;3,72;0,24;;;;;;;;;;;;;;;;
;3,72;0,47;3,72;-1,76;;;;;;;;;;;;;;;;
;3,72;2,95;3,72;-0,04;;;;;;;;;;;;;;;;
;3,72;1,55;3,72;-0,32;;;;;;;;;;;;;;;;
;3,72;-1,91;3,72;0,74;;;;;;;;;;;;;;;;
;3,72;-2,04;3,72;0,37;;;;;;;;;;;;;;;;
;3,72;-0,10;3,72;-2,45;;;;;;;;;;;;;;;;
;3,72;0,29;3,72;0,53;;;;;;;;;;;;;;;;
;3,72;0,11;3,72;-0,65;;;;;;;;;;;;;;;;
;3,72;-0,88;3,72;-0,49;;;;;;;;;;;;;;;;
;3,72;-0,88;3,72;2,44;;;;;;;;;;;;;;;;
;3,72;2,17;3,72;0,40;;;;;;;;;;;;;;;;
;3,72;3,28;3,72;1,23;;;;;;;;;;;;;;;;
;3,72;1,97;3,72;0,54;;;;;;;;;;;;;;;;
;3,72;-1,20;3,72;1,19;;;;;;;;;;;;;;;;
;3,72;-0,74;3,72;2,75;;;;;;;;;;;;;;;;
;3,72;2,33;3,72;-1,06;;;;;;;;;;;;;;;;
;3,72;2,92;3,72;1,68;;;;;;;;;;;;;;;;
;3,72;1,08;3,72;0,97;;;;;;;;;;;;;;;;
;3,73;-0,61;3,73;0,39;;;;;;;;;;;;;;;;
;3,73;-1,06;3,73;1,18;;;;;;;;;;;;;;;;
;3,73;0,90;3,73;-0,83;;;;;;;;;;;;;;;;
;3,73;0,92;3,73;-0,70;;;;;;;;;;;;;;;;
;3,73;-0,84;3,73;-1,98;;;;;;;;;;;;;;;;
;3,73;-4,04;3,73;-2,59;;;;;;;;;;;;;;;;
;3,73;-4,60;3,73;-1,02;;;;;;;;;;;;;;;;
;3,73;-1,72;3,73;-2,51;;;;;;;;;;;;;;;;
;3,73;1,05;3,73;-0,45;;;;;;;;;;;;;;;;
;3,73;1,56;3,73;0,65;;;;;;;;;;;;;;;;
;3,73;1,12;3,73;1,81;;;;;;;;;;;;;;;;
;3,73;1,27;3,73;2,41;;;;;;;;;;;;;;;;
;3,73;2,36;3,73;0,78;;;;;;;;;;;;;;;;
;3,73;1,86;3,73;0,91;;;;;;;;;;;;;;;;
;3,73;-0,06;3,73;-1,39;;;;;;;;;;;;;;;;
;3,73;-3,29;3,73;-1,91;;;;;;;;;;;;;;;;
;3,73;-4,23;3,73;-0,93;;;;;;;;;;;;;;;;
;3,73;-1,78;3,73;-2,03;;;;;;;;;;;;;;;;
;3,73;0,87;3,73;-1,04;;;;;;;;;;;;;;;;
;3,73;0,95;3,73;0,11;;;;;;;;;;;;;;;;
;3,73;0,37;3,73;2,19;;;;;;;;;;;;;;;;
;3,73;1,26;3,73;1,88;;;;;;;;;;;;;;;;
;3,73;2,89;3,73;1,27;;;;;;;;;;;;;;;;
;3,73;2,61;3,73;1,62;;;;;;;;;;;;;;;;
;3,73;0,96;3,73;0,05;;;;;;;;;;;;;;;;
;3,73;-1,63;3,73;0,27;;;;;;;;;;;;;;;;
;3,73;-1,38;3,73;0,91;;;;;;;;;;;;;;;;
;3,73;0,63;3,73;-1,60;;;;;;;;;;;;;;;;
;3,73;0,94;3,73;-0,01;;;;;;;;;;;;;;;;
;3,73;-0,36;3,73;-0,39;;;;;;;;;;;;;;;;
;3,73;-1,60;3,73;-0,25;;;;;;;;;;;;;;;;
;3,73;-1,15;3,73;0,24;;;;;;;;;;;;;;;;
;3,73;0,52;3,73;-1,88;;;;;;;;;;;;;;;;
;3,73;-0,19;3,73;-0,27;;;;;;;;;;;;;;;;
;3,73;-0,94;3,73;-0,51;;;;;;;;;;;;;;;;
;3,73;-1,59;3,73;-1,34;;;;;;;;;;;;;;;;
;3,73;-1,02;3,73;0,85;;;;;;;;;;;;;;;;
;3,73;0,90;3,73;-0,41;;;;;;;;;;;;;;;;
;3,73;1,76;3,73;0,48;;;;;;;;;;;;;;;;
;3,73;0,68;3,73;0,27;;;;;;;;;;;;;;;;
;3,73;-0,68;3,73;0,47;;;;;;;;;;;;;;;;
;3,74;-0,74;3,74;0,73;;;;;;;;;;;;;;;;
;3,74;0,56;3,74;-1,32;;;;;;;;;;;;;;;;
;3,74;0,07;3,74;-0,91;;;;;;;;;;;;;;;;
;3,74;-1,63;3,74;-1,32;;;;;;;;;;;;;;;;
;3,74;-2,85;3,74;-1,52;;;;;;;;;;;;;;;;
;3,74;-2,22;3,74;-0,90;;;;;;;;;;;;;;;;
;3,74;-0,19;3,74;-0,63;;;;;;;;;;;;;;;;
;3,74;1,53;3,74;0,50;;;;;;;;;;;;;;;;
;3,74;1,50;3,74;-0,29;;;;;;;;;;;;;;;;
;3,74;-0,37;3,74;0,69;;;;;;;;;;;;;;;;
;3,74;-0,96;3,74;0,99;;;;;;;;;;;;;;;;
;3,74;0,14;3,74;-1,69;;;;;;;;;;;;;;;;
;3,74;-0,35;3,74;-0,71;;;;;;;;;;;;;;;;
;3,74;-1,10;3,74;-0,36;;;;;;;;;;;;;;;;
;3,74;-1,45;3,74;-1,20;;;;;;;;;;;;;;;;
;3,74;-0,76;3,74;0,85;;;;;;;;;;;;;;;;
;3,74;1,27;3,74;0,53;;;;;;;;;;;;;;;;
;3,74;2,49;3,74;1,06;;;;;;;;;;;;;;;;
;3,74;1,82;3,74;0,76;;;;;;;;;;;;;;;;
;3,74;-0,25;3,74;-0,11;;;;;;;;;;;;;;;;
;3,74;-1,72;3,74;1,36;;;;;;;;;;;;;;;;
;3,74;-0,07;3,74;-1,06;;;;;;;;;;;;;;;;
;3,74;0,64;3,74;-0,40;;;;;;;;;;;;;;;;
;3,74;0,66;3,74;0,83;;;;;;;;;;;;;;;;
;3,74;-0,13;3,74;-0,77;;;;;;;;;;;;;;;;
;3,74;-0,35;3,74;2,52;;;;;;;;;;;;;;;;
;3,74;1,60;3,74;0,59;;;;;;;;;;;;;;;;
;3,74;2,76;3,74;0,84;;;;;;;;;;;;;;;;
;3,74;1,60;3,74;0,99;;;;;;;;;;;;;;;;
;3,74;-0,67;3,74;-1,03;;;;;;;;;;;;;;;;
;3,74;-2,62;3,74;0,52;;;;;;;;;;;;;;;;
;3,74;-1,41;3,74;-1,91;;;;;;;;;;;;;;;;
;3,74;-0,37;3,74;-1,27;;;;;;;;;;;;;;;;
;3,74;-0,05;3,74;0,13;;;;;;;;;;;;;;;;
;3,74;-0,09;3,74;-0,52;;;;;;;;;;;;;;;;
;3,74;0,10;3,74;1,91;;;;;;;;;;;;;;;;
;3,74;1,67;3,74;0,98;;;;;;;;;;;;;;;;
;3,74;2,58;3,74;0,33;;;;;;;;;;;;;;;;
;3,74;0,64;3,74;-0,44;;;;;;;;;;;;;;;;
;3,74;-2,44;3,74;-2,01;;;;;;;;;;;;;;;;
;3,74;-4,68;3,74;-1,46;;;;;;;;;;;;;;;;
;3,75;-3,04;3,75;-2,94;;;;;;;;;;;;;;;;
;3,75;-1,48;3,75;-3,34;;;;;;;;;;;;;;;;
;3,75;-1,13;3,75;-0,49;;;;;;;;;;;;;;;;
;3,75;-1,00;3,75;-0,83;;;;;;;;;;;;;;;;
;3,75;0,07;3,75;2,03;;;;;;;;;;;;;;;;
;3,75;2,78;3,75;2,33;;;;;;;;;;;;;;;;
;3,75;4,67;3,75;1,45;;;;;;;;;;;;;;;;
;3,75;2,79;3,75;1,65;;;;;;;;;;;;;;;;
;3,75;-0,66;3,75;0,43;;;;;;;;;;;;;;;;
;3,75;-2,18;3,75;2,81;;;;;;;;;;;;;;;;
;3,75;1,78;3,75;1,79;;;;;;;;;;;;;;;;
;3,75;5,45;3,75;1,85;;;;;;;;;;;;;;;;
;3,75;5,55;3,75;4,42;;;;;;;;;;;;;;;;
;3,75;3,16;3,75;3,05;;;;;;;;;;;;;;;;
;3,75;1,36;3,75;3,93;;;;;;;;;;;;;;;;
;3,75;1,91;3,75;1,99;;;;;;;;;;;;;;;;
;3,75;2,68;3,75;-0,66;;;;;;;;;;;;;;;;
;3,75;-0,30;3,75;-0,53;;;;;;;;;;;;;;;;
;3,75;-3,05;3,75;-1,51;;;;;;;;;;;;;;;;
;3,75;-4,31;3,75;-2,67;;;;;;;;;;;;;;;;
;3,75;-2,80;3,75;-2,91;;;;;;;;;;;;;;;;
;3,75;-1,90;3,75;-3,33;;;;;;;;;;;;;;;;
;3,75;-1,70;3,75;-1,67;;;;;;;;;;;;;;;;
;3,75;-2,54;3,75;-2,34;;;;;;;;;;;;;;;;
;3,75;-1,76;3,75;0,93;;;;;;;;;;;;;;;;
;3,75;0,97;3,75;0,22;;;;;;;;;;;;;;;;
;3,75;3,09;3,75;-0,69;;;;;;;;;;;;;;;;
;3,75;0,67;3,75;0,10;;;;;;;;;;;;;;;;
;3,75;-2,13;3,75;-0,26;;;;;;;;;;;;;;;;
;3,75;-2,97;3,75;-0,46;;;;;;;;;;;;;;;;
;3,75;-0,46;3,75;-1,28;;;;;;;;;;;;;;;;
;3,75;0,72;3,75;-1,03;;;;;;;;;;;;;;;;
;3,75;0,50;3,75;0,14;;;;;;;;;;;;;;;;
;3,75;-1,24;3,75;-1,36;;;;;;;;;;;;;;;;
;3,75;-1,94;3,75;1,43;;;;;;;;;;;;;;;;
;3,75;0,51;3,75;1,52;;;;;;;;;;;;;;;;
;3,75;3,97;3,75;-0,74;;;;;;;;;;;;;;;;
;3,75;1,77;3,75;0,07;;;;;;;;;;;;;;;;
;3,75;-1,56;3,75;2,20;;;;;;;;;;;;;;;;
;3,75;-1,53;3,75;-0,04;;;;;;;;;;;;;;;;
;3,75;0,68;3,75;-0,91;;;;;;;;;;;;;;;;
;3,76;1,22;3,76;0,27;;;;;;;;;;;;;;;;
;3,76;0,45;3,76;-0,48;;;;;;;;;;;;;;;;
;3,76;-1,87;3,76;-2,10;;;;;;;;;;;;;;;;
;3,76;-3,65;3,76;-0,63;;;;;;;;;;;;;;;;
;3,76;-2,06;3,76;0,02;;;;;;;;;;;;;;;;
;3,76;1,48;3,76;-2,04;;;;;;;;;;;;;;;;
;3,76;1,14;3,76;-1,08;;;;;;;;;;;;;;;;
;3,76;-1,23;3,76;1,72;;;;;;;;;;;;;;;;
;3,76;-0,99;3,76;0,15;;;;;;;;;;;;;;;;
;3,76;0,83;3,76;-0,45;;;;;;;;;;;;;;;;
;3,76;1,28;3,76;-0,30;;;;;;;;;;;;;;;;
;3,76;-0,33;3,76;-0,30;;;;;;;;;;;;;;;;
;3,76;-1,70;3,76;-0,23;;;;;;;;;;;;;;;;
;3,76;-1,64;3,76;-0,85;;;;;;;;;;;;;;;;
;3,76;-0,02;3,76;1,29;;;;;;;;;;;;;;;;
;3,76;2,37;3,76;-0,22;;;;;;;;;;;;;;;;
;3,76;1,88;3,76;0,04;;;;;;;;;;;;;;;;
;3,76;-0,42;3,76;1,36;;;;;;;;;;;;;;;;
;3,76;-1,12;3,76;0,40;;;;;;;;;;;;;;;;
;3,76;0,42;3,76;0,28;;;;;;;;;;;;;;;;
;3,76;1,25;3,76;-1,72;;;;;;;;;;;;;;;;
;3,76;-0,79;3,76;-1,01;;;;;;;;;;;;;;;;
;3,76;-3,17;3,76;-0,48;;;;;;;;;;;;;;;;
;3,76;-2,36;3,76;-0,71;;;;;;;;;;;;;;;;
;3,76;0,59;3,76;1,05;;;;;;;;;;;;;;;;
;3,76;3,78;3,76;0,93;;;;;;;;;;;;;;;;
;3,76;3,41;3,76;1,68;;;;;;;;;;;;;;;;
;3,76;1,28;3,76;2,46;;;;;;;;;;;;;;;;
;3,76;-0,08;3,76;1,05;;;;;;;;;;;;;;;;
;3,76;0,53;3,76;1,36;;;;;;;;;;;;;;;;
;3,76;1,51;3,76;-0,98;;;;;;;;;;;;;;;;
;3,76;0,02;3,76;-1,51;;;;;;;;;;;;;;;;
